Age,Income,Home_ownership,Employment_length,Loan_intent,internal_credit_rating,Loan_amount,Interest_rate,Loan_percent_income,Default,Credit_history_length,Loan_status
56.0,150000.0,Rent,7.0,Homeimprovement,C,10000.0,13.49,0.07,N,20.0,False
42.0,123735.0,Mortgage,8.0,Debtconsolidation,A,6400.0,6.99,0.05,N,16.0,False
36.0,75000.0,Mortgage,9.0,Education,B,15000.0,12.18,0.2,N,16.0,False
51.0,42000.0,Mortgage,2.0,Debtconsolidation,C,15000.0,13.99,0.36,Y,20.0,True
61.0,160000.0,Mortgage,30.0,Personal,B,24000.0,10.38,0.15,N,21.0,False
43.0,50000.0,Rent,6.0,Personal,C,18000.0,14.35,0.36,N,16.0,True
63.0,1782000.0,Rent,13.0,Education,C,12025.0,14.27,0.01,N,30.0,False
36.0,34000.0,Rent,2.0,Personal,C,6000.0,13.57,0.18,N,16.0,False
36.0,60000.0,Mortgage,12.0,Education,A,15000.0,7.88,0.25,N,17.0,False
41.0,132000.0,Mortgage,3.0,Debtconsolidation,C,8000.0,13.49,0.06,Y,17.0,False
63.0,37000.0,Rent,24.0,Debtconsolidation,C,5450.0,15.96,0.15,N,22.0,True
37.0,80000.0,Rent,0.0,Homeimprovement,B,35000.0,11.99,0.44,N,17.0,True
41.0,28800.0,Rent,0.0,Medical,C,9600.0,13.49,0.33,N,16.0,True
42.0,65000.0,Mortgage,0.0,Debtconsolidation,A,6000.0,9.32,0.09,N,16.0,False
36.0,65000.0,Rent,7.0,Medical,B,15000.0,10.59,0.23,N,17.0,False
57.0,40000.0,Rent,1.0,Debtconsolidation,A,15000.0,8.9,0.38,N,20.0,True
39.0,65000.0,Rent,4.0,Homeimprovement,B,16000.0,11.83,0.25,N,16.0,False
36.0,145000.0,Mortgage,4.0,Personal,B,5000.0,9.62,0.03,N,16.0,False
37.0,60000.0,Rent,1.0,Medical,D,10000.0,15.99,0.17,Y,17.0,True
39.0,48000.0,Rent,3.0,Medical,C,8400.0,12.53,0.17,Y,17.0,False
36.0,39520.0,Own,14.0,Venture,A,5000.0,5.79,0.13,N,16.0,False
66.0,42000.0,Rent,2.0,Medical,B,6475.0,9.99,0.15,N,30.0,False
36.0,60072.0,Rent,14.0,Homeimprovement,B,2500.0,11.49,0.04,N,16.0,True
40.0,46000.0,Mortgage,5.0,Medical,A,10000.0,7.9,0.22,N,16.0,False
48.0,82500.0,Rent,4.0,Homeimprovement,A,18000.0,7.51,0.22,N,16.0,False
36.0,192000.0,Other,11.0,Venture,B,20000.0,11.48,0.1,N,17.0,False
41.0,52106.0,Rent,4.0,Debtconsolidation,C,5000.0,12.84,0.1,N,17.0,True
43.0,30000.0,Rent,0.0,Personal,C,11525.0,13.57,0.38,Y,17.0,True
37.0,88000.0,Mortgage,20.0,Homeimprovement,B,9925.0,12.014,0.11,N,16.0,False
37.0,79000.0,Rent,2.0,Debtconsolidation,B,6000.0,10.0,0.08,N,16.0,False
37.0,85000.0,Rent,5.0,Debtconsolidation,A,35000.0,8.9,0.41,N,17.0,True
49.0,72000.0,Rent,4.0,Debtconsolidation,A,8000.0,7.49,0.11,N,17.0,False
38.0,40000.0,Own,6.0,Medical,A,9000.0,7.49,0.23,N,16.0,False
37.0,36000.0,Mortgage,7.0,Education,A,9000.0,7.49,0.25,N,17.0,False
50.0,41496.0,Rent,9.0,Debtconsolidation,D,5000.0,15.31,0.12,Y,16.0,True
39.0,68640.0,Rent,2.0,Medical,B,12000.0,9.33,0.17,N,16.0,False
38.0,9732.0,Rent,9.0,Education,A,2200.0,9.63,0.23,N,17.0,True
39.0,94000.0,Rent,1.0,Education,B,3000.0,10.99,0.03,N,16.0,False
51.0,71000.0,Rent,14.0,Venture,C,7000.0,12.186000000000002,0.1,Y,21.0,False
61.0,10636.0,Rent,3.0,Personal,B,4000.0,12.21,0.38,N,25.0,True
40.0,70000.0,Mortgage,1.0,Venture,A,11600.0,6.91,0.17,N,17.0,False
43.0,54000.0,Rent,0.0,Homeimprovement,D,9000.0,15.65,0.17,Y,16.0,True
52.0,25000.0,Rent,23.0,Medical,D,5000.0,12.61,0.2,Y,22.0,True
38.0,35000.0,Mortgage,7.0,Debtconsolidation,A,13075.0,7.29,0.37,N,16.0,False
37.0,35000.0,Rent,5.0,Medical,A,4000.0,9.32,0.11,N,16.0,True
51.0,76960.0,Mortgage,0.0,Personal,B,15000.0,9.99,0.19,N,20.0,False
40.0,136000.0,Mortgage,5.0,Homeimprovement,B,21000.0,9.99,0.15,N,16.0,False
42.0,67300.0,Rent,4.0,Homeimprovement,C,13800.0,13.99,0.21,N,16.0,False
43.0,50000.0,Rent,4.0,Homeimprovement,A,8000.0,7.49,0.16,N,16.0,False
37.0,88000.0,Mortgage,21.0,Venture,A,12000.0,7.51,0.14,N,17.0,False
37.0,33600.0,Rent,3.0,Personal,B,8000.0,14.601999999999999,0.24,N,17.0,False
42.0,150750.0,Own,0.0,Personal,A,8150.0,6.99,0.05,N,17.0,False
40.0,160000.0,Mortgage,3.0,Education,C,12000.0,14.27,0.07,Y,17.0,False
38.0,78000.0,Mortgage,8.0,Education,A,6250.0,6.76,0.08,N,16.0,False
46.0,102000.0,Rent,0.0,Personal,C,15000.0,13.22,0.15,Y,17.0,False
45.0,140000.0,Rent,10.0,Education,A,8175.0,5.99,0.06,N,17.0,False
39.0,54000.0,Mortgage,17.0,Personal,B,25000.0,11.49,0.46,N,16.0,False
36.0,40000.0,Mortgage,8.0,Education,A,6000.0,8.49,0.15,N,17.0,False
38.0,54000.0,Rent,2.0,Medical,D,14000.0,11.114,0.26,N,17.0,True
47.0,31400.0,Rent,1.0,Venture,A,6500.0,9.32,0.21,N,16.0,False
54.0,20000.0,Rent,2.0,Debtconsolidation,C,5000.0,10.978,0.25,Y,19.0,False
37.0,124000.0,Mortgage,4.0,Homeimprovement,C,19000.0,13.92,0.15,Y,16.0,False
57.0,26400.0,Rent,2.0,Personal,C,2500.0,13.48,0.09,N,18.0,False
39.0,38500.0,Rent,0.0,Medical,B,3000.0,12.5,0.08,N,16.0,False
37.0,30000.0,Rent,7.0,Medical,B,10000.0,9.25,0.33,N,16.0,True
54.0,97800.0,Mortgage,11.0,Personal,C,10000.0,13.23,0.1,Y,20.0,False
51.0,50000.0,Rent,9.0,Debtconsolidation,B,12000.0,10.37,0.24,N,25.0,False
38.0,150000.0,Mortgage,5.0,Medical,B,12000.0,11.14,0.08,N,17.0,False
37.0,54000.0,Rent,15.0,Medical,C,5400.0,13.99,0.1,Y,17.0,True
36.0,32000.0,Own,0.0,Education,A,1200.0,7.14,0.04,N,16.0,False
39.0,32400.0,Rent,3.0,Medical,B,7000.0,12.144,0.22,N,16.0,False
38.0,51504.0,Rent,3.0,Venture,C,10500.0,12.53,0.2,N,17.0,False
42.0,101000.0,Mortgage,6.0,Debtconsolidation,F,25000.0,16.15,0.25,Y,17.0,True
43.0,64000.0,Mortgage,6.0,Medical,A,15000.0,7.88,0.23,N,17.0,False
36.0,24000.0,Rent,1.0,Education,B,5000.0,10.36,0.21,N,17.0,False
44.0,72136.0,Rent,7.0,Homeimprovement,F,25000.0,19.41,0.35,N,17.0,True
51.0,60000.0,Mortgage,1.0,Personal,A,7500.0,11.686000000000002,0.13,N,24.0,False
50.0,120000.0,Mortgage,0.0,Venture,D,5575.0,15.2,0.05,N,17.0,False
39.0,17760.0,Own,0.0,Medical,A,4375.0,5.42,0.25,N,17.0,True
52.0,150000.0,Rent,1.0,Debtconsolidation,A,7000.0,6.99,0.05,N,28.0,False
41.0,46000.0,Mortgage,3.0,Venture,B,7700.0,11.71,0.17,N,17.0,False
42.0,27000.0,Rent,4.0,Medical,B,9000.0,11.11,0.33,N,16.0,True
38.0,45000.0,Mortgage,6.0,Debtconsolidation,A,6375.0,7.51,0.14,N,16.0,False
62.0,68375.0,Rent,4.0,Medical,C,24250.0,12.73,0.35,N,28.0,True
40.0,110000.0,Rent,0.0,Education,B,20000.0,10.38,0.18,N,16.0,False
40.0,16800.0,Rent,8.0,Personal,A,5000.0,8.94,0.3,N,17.0,True
37.0,186000.0,Own,7.0,Venture,A,3000.0,6.39,0.02,N,17.0,False
36.0,238000.0,Mortgage,2.0,Debtconsolidation,E,25000.0,15.95,0.11,N,17.0,True
41.0,62004.0,Rent,5.0,Homeimprovement,A,14000.0,8.9,0.23,N,17.0,False
42.0,65000.0,Own,6.0,Venture,A,22750.0,8.9,0.35,N,17.0,False
52.0,64500.0,Rent,0.0,Personal,B,5000.0,11.26,0.08,N,25.0,False
41.0,23396.0,Own,5.0,Homeimprovement,B,10000.0,10.38,0.43,N,16.0,False
36.0,53000.0,Mortgage,5.0,Homeimprovement,C,10000.0,13.98,0.19,N,16.0,True
40.0,53000.0,Rent,4.0,Medical,A,4500.0,6.03,0.08,N,16.0,False
37.0,43000.0,Rent,1.0,Medical,A,10000.0,7.9,0.23,N,16.0,False
39.0,51000.0,Own,12.0,Education,C,12000.0,11.34,0.24,N,17.0,False
39.0,39996.0,Rent,9.0,Education,A,8000.0,7.14,0.2,N,16.0,False
37.0,29536.0,Rent,2.0,Medical,B,4000.0,11.89,0.14,N,17.0,False
43.0,55000.0,Rent,3.0,Medical,B,11750.0,10.99,0.21,N,17.0,False
49.0,110000.0,Mortgage,11.0,Homeimprovement,A,3000.0,7.51,0.03,N,16.0,False
41.0,150000.0,Own,10.0,Venture,B,24500.0,11.83,0.16,N,17.0,False
37.0,91800.0,Mortgage,0.0,Medical,F,5000.0,19.47,0.05,Y,16.0,True
45.0,75000.0,Mortgage,7.0,Medical,C,10000.0,14.27,0.13,N,17.0,False
56.0,90000.0,Mortgage,0.0,Personal,A,7200.0,6.17,0.08,N,21.0,False
39.0,67000.0,Rent,6.0,Venture,B,16000.0,10.99,0.24,N,16.0,False
37.0,50000.0,Mortgage,0.0,Personal,A,3200.0,7.51,0.06,N,17.0,False
36.0,56500.0,Mortgage,7.0,Venture,A,12000.0,7.49,0.21,N,17.0,False
38.0,58000.0,Rent,4.0,Medical,E,9500.0,16.35,0.16,Y,16.0,True
53.0,45000.0,Rent,0.0,Personal,C,5600.0,13.79,0.12,N,28.0,False
38.0,62000.0,Rent,3.0,Debtconsolidation,B,12000.0,9.766,0.19,N,16.0,False
40.0,28800.0,Rent,3.0,Personal,C,4200.0,14.72,0.15,Y,16.0,True
51.0,55000.0,Mortgage,5.0,Personal,D,16750.0,15.2,0.3,Y,21.0,False
36.0,59000.0,Rent,2.0,Medical,D,21000.0,14.11,0.36,Y,16.0,True
38.0,61000.0,Rent,0.0,Personal,B,1000.0,9.45,0.02,N,17.0,False
38.0,40000.0,Mortgage,5.0,Personal,A,10000.0,5.99,0.25,N,17.0,False
37.0,38400.0,Mortgage,1.0,Debtconsolidation,A,2400.0,6.99,0.06,N,17.0,False
36.0,54500.0,Mortgage,6.0,Venture,A,20500.0,6.91,0.38,N,17.0,False
37.0,86000.0,Rent,0.0,Personal,A,6000.0,7.14,0.07,N,17.0,False
70.0,39996.0,Rent,4.0,Medical,C,3600.0,15.23,0.09,Y,19.0,False
66.0,43000.0,Rent,17.0,Debtconsolidation,D,22250.0,14.59,0.52,Y,23.0,True
65.0,120000.0,Mortgage,0.0,Personal,B,12000.0,11.48,0.1,N,21.0,False
55.0,97243.0,Mortgage,10.0,Personal,E,17000.0,9.046000000000001,0.17,N,30.0,False
40.0,73000.0,Rent,2.0,Personal,D,9975.0,16.29,0.14,Y,17.0,True
36.0,36000.0,Rent,20.0,Venture,C,12375.0,14.27,0.34,N,16.0,True
73.0,39240.0,Rent,0.0,Medical,B,1800.0,12.53,0.05,N,21.0,False
36.0,58000.0,Rent,2.0,Homeimprovement,C,9275.0,14.72,0.16,Y,16.0,False
43.0,97500.0,Rent,6.0,Personal,B,24000.0,10.99,0.25,N,16.0,False
84.0,94800.0,Mortgage,2.0,Personal,A,10000.0,7.51,0.11,N,24.0,False
41.0,110000.0,Mortgage,7.0,Venture,B,30000.0,9.91,0.27,N,17.0,False
64.0,120000.0,Mortgage,0.0,Personal,B,20000.0,11.11,0.17,N,25.0,False
60.0,37200.0,Mortgage,2.0,Personal,A,10000.0,6.54,0.27,N,27.0,True
48.0,42000.0,Mortgage,3.0,Debtconsolidation,C,14400.0,12.87,0.34,Y,17.0,True
52.0,85000.0,Rent,1.0,Debtconsolidation,B,11000.0,12.42,0.13,N,25.0,False
37.0,94000.0,Rent,0.0,Homeimprovement,C,25000.0,13.11,0.27,N,16.0,True
56.0,70000.0,Mortgage,7.0,Personal,B,15000.0,10.38,0.21,N,24.0,False
53.0,24000.0,Rent,0.0,Education,D,5000.0,14.42,0.21,Y,27.0,True
43.0,65000.0,Rent,2.0,Medical,B,5000.0,9.62,0.08,N,16.0,False
61.0,160000.0,Rent,3.0,Personal,D,30000.0,10.094000000000001,0.19,Y,27.0,False
37.0,45000.0,Rent,1.0,Education,B,8000.0,10.74,0.18,N,17.0,False
36.0,36000.0,Rent,3.0,Debtconsolidation,C,9000.0,12.73,0.25,Y,17.0,False
46.0,60000.0,Rent,10.0,Medical,C,15000.0,13.49,0.25,N,17.0,False
36.0,40000.0,Own,0.0,Personal,A,5000.0,8.0,0.13,N,16.0,False
41.0,33000.0,Rent,6.0,Venture,A,9400.0,8.9,0.28,N,16.0,False
40.0,96000.0,Mortgage,5.0,Homeimprovement,C,3200.0,9.838000000000001,0.03,N,17.0,False
39.0,134000.0,Mortgage,4.0,Venture,B,25000.0,10.25,0.19,N,17.0,False
41.0,62500.0,Rent,4.0,Education,B,14000.0,10.25,0.22,N,16.0,False
42.0,45760.0,Mortgage,4.0,Debtconsolidation,A,9600.0,7.51,0.21,N,17.0,False
55.0,75000.0,Mortgage,6.0,Personal,D,7700.0,14.84,0.1,Y,18.0,False
52.0,52000.0,Own,0.0,Personal,A,9600.0,8.49,0.18,N,19.0,False
37.0,123000.0,Mortgage,1.0,Personal,C,35000.0,14.27,0.28,Y,16.0,False
44.0,68500.0,Mortgage,4.0,Personal,D,14300.0,15.31,0.21,N,17.0,False
55.0,91154.0,Mortgage,15.0,Personal,A,10000.0,6.62,0.11,N,28.0,False
43.0,33500.0,Rent,4.0,Personal,C,6225.0,14.79,0.19,N,17.0,False
46.0,74000.0,Mortgage,18.0,Venture,C,20000.0,12.68,0.27,Y,16.0,False
37.0,33888.0,Rent,7.0,Education,D,3200.0,12.86,0.09,Y,16.0,False
54.0,107000.0,Rent,27.0,Venture,B,10000.0,9.91,0.09,N,20.0,False
44.0,82000.0,Mortgage,5.0,Debtconsolidation,C,8400.0,12.84,0.1,Y,17.0,True
58.0,27000.0,Rent,0.0,Homeimprovement,D,3500.0,16.0,0.13,Y,21.0,True
41.0,42000.0,Rent,1.0,Venture,B,3200.0,12.18,0.08,N,16.0,False
57.0,77385.0,Rent,4.0,Venture,A,6625.0,7.66,0.09,N,29.0,False
37.0,45600.0,Rent,2.0,Debtconsolidation,B,4500.0,11.86,0.1,N,16.0,False
36.0,58000.0,Rent,18.0,Debtconsolidation,A,5000.0,6.62,0.09,N,17.0,False
44.0,26500.0,Mortgage,5.0,Debtconsolidation,A,6200.0,6.03,0.23,N,16.0,False
39.0,201000.0,Rent,6.0,Venture,B,13500.0,11.49,0.07,N,16.0,False
39.0,34000.0,Rent,1.0,Homeimprovement,D,14000.0,17.58,0.41,N,16.0,True
58.0,108350.0,Rent,5.0,Personal,D,35000.0,14.91,0.32,N,19.0,True
40.0,60000.0,Rent,3.0,Education,D,5000.0,15.31,0.08,Y,16.0,False
144.0,6000000.0,Mortgage,12.0,Personal,C,5000.0,12.73,0.0,N,25.0,False
43.0,60000.0,Rent,1.0,Medical,B,8000.0,10.37,0.13,N,16.0,False
41.0,32004.0,Rent,2.0,Homeimprovement,D,1500.0,14.74,0.05,N,17.0,True
44.0,70000.0,Rent,15.0,Debtconsolidation,A,6000.0,5.79,0.09,N,16.0,False
37.0,27000.0,Rent,2.0,Homeimprovement,A,8500.0,8.49,0.31,N,17.0,True
44.0,175000.0,Mortgage,9.0,Homeimprovement,A,15000.0,7.66,0.09,N,17.0,False
49.0,150000.0,Mortgage,0.0,Education,E,20000.0,16.95,0.13,N,16.0,False
36.0,36000.0,Rent,7.0,Personal,A,16000.0,8.9,0.44,N,17.0,True
36.0,53000.0,Mortgage,0.0,Debtconsolidation,C,2200.0,14.35,0.04,Y,17.0,False
36.0,84000.0,Rent,0.0,Education,B,20000.0,9.64,0.24,N,16.0,True
40.0,164000.0,Rent,11.0,Debtconsolidation,A,8000.0,8.328,0.05,N,17.0,False
54.0,33600.0,Rent,0.0,Debtconsolidation,B,1000.0,10.65,0.03,N,29.0,True
41.0,60000.0,Mortgage,3.0,Personal,E,16800.0,17.99,0.28,Y,16.0,False
39.0,37800.0,Rent,5.0,Debtconsolidation,B,7000.0,11.49,0.19,N,16.0,False
43.0,84000.0,Mortgage,0.0,Debtconsolidation,A,12000.0,5.42,0.14,N,16.0,False
39.0,70000.0,Rent,5.0,Education,B,13000.0,11.99,0.19,N,17.0,False
55.0,123000.0,Mortgage,3.0,Personal,B,10000.0,10.99,0.08,N,26.0,False
39.0,39996.0,Rent,1.0,Venture,B,12000.0,10.74,0.3,N,16.0,False
41.0,50000.0,Rent,0.0,Personal,B,6000.0,8.88,0.12,N,17.0,False
53.0,106000.0,Mortgage,38.0,Personal,B,20000.0,9.88,0.19,N,23.0,False
43.0,55000.0,Rent,3.0,Debtconsolidation,B,11750.0,10.99,0.21,N,16.0,False
61.0,90000.0,Rent,1.0,Medical,A,10000.0,5.79,0.11,N,20.0,False
37.0,80000.0,Mortgage,8.0,Debtconsolidation,A,13000.0,6.62,0.16,N,16.0,False
49.0,50000.0,Rent,4.0,Debtconsolidation,B,9200.0,12.152000000000001,0.18,N,16.0,False
42.0,32004.0,Rent,1.0,Debtconsolidation,A,2500.0,7.49,0.08,N,17.0,True
38.0,66000.0,Mortgage,8.0,Debtconsolidation,D,5000.0,12.92,0.08,N,16.0,True
38.0,124000.0,Mortgage,8.0,Venture,D,12000.0,9.258,0.1,N,16.0,False
41.0,82000.0,Mortgage,18.0,Homeimprovement,A,12000.0,7.51,0.15,N,17.0,False
47.0,86500.0,Mortgage,13.0,Medical,C,24000.0,14.142000000000001,0.28,N,17.0,False
47.0,50000.0,Mortgage,3.0,Venture,C,4000.0,8.62,0.08,Y,17.0,False
39.0,35000.0,Rent,8.0,Medical,C,8000.0,13.22,0.23,N,16.0,False
43.0,72000.0,Rent,5.0,Medical,B,6000.0,12.42,0.08,N,17.0,False
51.0,38000.0,Rent,7.0,Personal,B,13000.0,12.42,0.34,N,18.0,True
38.0,34000.0,Own,4.0,Homeimprovement,C,11000.0,13.98,0.32,Y,17.0,False
39.0,150000.0,Rent,0.0,Homeimprovement,B,20000.0,10.08,0.13,N,17.0,False
37.0,45000.0,Rent,1.0,Debtconsolidation,B,9000.0,11.71,0.2,N,16.0,True
38.0,34800.0,Mortgage,2.0,Personal,A,6250.0,7.49,0.18,N,16.0,False
47.0,52000.0,Mortgage,4.0,Medical,A,12000.0,7.29,0.23,N,16.0,False
39.0,28800.0,Rent,4.0,Personal,C,3250.0,14.72,0.11,N,16.0,False
62.0,60000.0,Mortgage,5.0,Personal,A,16000.0,8.9,0.27,N,19.0,False
45.0,123000.0,Rent,2.0,Education,F,14000.0,11.580000000000002,0.11,N,17.0,True
48.0,72000.0,Mortgage,5.0,Homeimprovement,D,7000.0,14.96,0.1,Y,17.0,False
40.0,66000.0,Own,25.0,Medical,C,6125.0,14.65,0.09,Y,17.0,False
52.0,22500.0,Mortgage,2.0,Personal,C,6000.0,13.49,0.27,N,21.0,False
36.0,42000.0,Rent,2.0,Venture,A,7000.0,6.62,0.17,N,16.0,False
36.0,52000.0,Mortgage,20.0,Venture,A,8325.0,10.530000000000001,0.16,N,17.0,False
47.0,30000.0,Rent,6.0,Personal,C,3000.0,12.23,0.1,Y,16.0,False
53.0,304800.0,Rent,6.0,Venture,B,5000.0,8.88,0.02,N,29.0,False
37.0,29808.0,Rent,4.0,Venture,C,7750.0,13.736,0.26,Y,17.0,True
46.0,82000.0,Rent,2.0,Education,B,16000.0,10.99,0.2,N,16.0,False
40.0,40000.0,Own,2.0,Education,E,10000.0,8.654,0.25,N,16.0,False
36.0,72800.0,Rent,3.0,Homeimprovement,D,24000.0,14.09,0.33,N,16.0,True
40.0,62000.0,Own,5.0,Debtconsolidation,D,4800.0,8.76,0.08,N,16.0,False
53.0,50004.0,Mortgage,16.0,Personal,A,4500.0,11.444,0.09,N,18.0,False
37.0,44000.0,Rent,0.0,Personal,B,1700.0,10.59,0.04,N,17.0,True
37.0,30000.0,Mortgage,15.0,Homeimprovement,A,8000.0,13.766,0.27,N,17.0,False
37.0,38400.0,Rent,6.0,Education,D,23500.0,12.803999999999998,0.61,Y,16.0,True
65.0,57996.0,Rent,4.0,Education,D,3000.0,6.138000000000001,0.05,N,27.0,False
41.0,63000.0,Rent,1.0,Personal,A,1500.0,8.0,0.02,N,17.0,False
37.0,75996.0,Mortgage,2.0,Debtconsolidation,A,4400.0,9.030000000000001,0.06,N,17.0,False
41.0,91000.0,Mortgage,13.0,Venture,B,2400.0,10.74,0.03,N,16.0,False
37.0,50000.0,Mortgage,4.0,Education,A,2325.0,6.99,0.05,N,17.0,False
36.0,50000.0,Mortgage,7.0,Personal,A,5000.0,7.51,0.1,N,16.0,False
42.0,889000.0,Rent,13.0,Education,A,20000.0,10.534,0.02,N,17.0,False
36.0,65000.0,Mortgage,3.0,Venture,A,6500.0,5.79,0.1,N,16.0,False
40.0,108000.0,Mortgage,7.0,Debtconsolidation,D,6000.0,17.27,0.06,N,16.0,True
41.0,24000.0,Rent,24.0,Personal,A,2000.0,7.75,0.08,N,17.0,True
38.0,60000.0,Mortgage,9.0,Education,E,16000.0,16.35,0.27,N,17.0,False
44.0,584800.0,Mortgage,4.0,Medical,C,20000.0,10.924000000000001,0.03,Y,16.0,True
38.0,313000.0,Mortgage,0.0,Debtconsolidation,C,21600.0,13.190000000000001,0.07,Y,16.0,False
46.0,50000.0,Rent,0.0,Homeimprovement,B,4350.0,10.99,0.09,N,16.0,False
40.0,96050.0,Rent,3.0,Medical,D,11000.0,16.77,0.1,N,16.0,True
41.0,56448.0,Rent,5.0,Venture,B,10000.0,9.99,0.18,N,17.0,False
41.0,90000.0,Own,12.0,Venture,A,8000.0,7.51,0.09,N,16.0,False
94.0,24000.0,Rent,1.0,Medical,C,6500.0,10.202000000000002,0.27,N,27.0,False
38.0,47000.0,Mortgage,5.0,Debtconsolidation,A,11000.0,8.9,0.23,N,16.0,False
54.0,120000.0,Mortgage,4.0,Personal,A,17625.0,7.49,0.15,N,20.0,False
40.0,38004.0,Rent,2.0,Medical,B,5600.0,11.58,0.15,N,17.0,False
52.0,33996.0,Rent,5.0,Medical,B,8000.0,9.25,0.24,N,25.0,False
47.0,24000.0,Mortgage,4.0,Homeimprovement,D,5100.0,13.764,0.21,Y,16.0,False
37.0,192000.0,Mortgage,14.0,Debtconsolidation,A,25600.0,5.99,0.13,N,17.0,False
70.0,42000.0,Rent,1.0,Medical,B,8000.0,9.63,0.19,N,24.0,False
45.0,61000.0,Own,7.0,Medical,C,20000.0,13.22,0.33,Y,17.0,False
45.0,48000.0,Rent,2.0,Debtconsolidation,B,10000.0,11.86,0.21,N,16.0,False
51.0,60000.0,Mortgage,1.0,Personal,A,7500.0,11.018,0.13,N,23.0,False
53.0,4888.0,Own,0.0,Venture,C,1400.0,12.666,0.29,Y,28.0,True
40.0,158000.0,Rent,2.0,Homeimprovement,E,25000.0,16.82,0.16,N,16.0,True
48.0,66000.0,Rent,6.0,Homeimprovement,B,6000.0,11.89,0.09,N,16.0,False
40.0,125000.0,Rent,1.0,Debtconsolidation,B,24250.0,10.2,0.19,N,17.0,False
52.0,84000.0,Rent,3.0,Venture,A,18000.0,8.49,0.21,N,24.0,False
37.0,30960.0,Rent,5.0,Venture,B,4800.0,11.49,0.16,N,16.0,False
38.0,46000.0,Rent,1.0,Medical,B,12000.0,9.91,0.26,N,16.0,False
37.0,74000.0,Mortgage,8.0,Education,A,12000.0,7.51,0.16,N,17.0,False
53.0,54000.0,Rent,4.0,Medical,D,10000.0,14.59,0.19,Y,27.0,True
42.0,18000.0,Rent,3.0,Venture,A,8000.0,6.91,0.44,N,17.0,True
39.0,78000.0,Rent,3.0,Homeimprovement,D,25000.0,16.02,0.32,N,17.0,True
37.0,35028.0,Rent,3.0,Medical,C,5000.0,13.47,0.14,Y,17.0,False
57.0,170000.0,Rent,5.0,Homeimprovement,C,6300.0,13.11,0.04,N,26.0,False
39.0,32280.0,Rent,22.0,Personal,B,2400.0,8.88,0.07,N,17.0,False
38.0,57000.0,Own,4.0,Homeimprovement,D,15000.0,17.27,0.26,N,16.0,False
53.0,45000.0,Rent,0.0,Debtconsolidation,C,5600.0,13.79,0.12,Y,22.0,False
43.0,86015.0,Mortgage,3.0,Venture,B,2200.0,10.936000000000002,0.03,N,16.0,False
41.0,14400.0,Rent,4.0,Personal,B,1800.0,13.288,0.13,N,17.0,False
37.0,45000.0,Rent,11.0,Personal,B,6000.0,9.8,0.13,N,16.0,False
38.0,72000.0,Mortgage,8.0,Homeimprovement,D,5000.0,12.92,0.07,N,16.0,False
42.0,110000.0,Mortgage,6.0,Venture,C,10800.0,14.27,0.1,N,17.0,False
52.0,52000.0,Mortgage,2.0,Personal,A,10000.0,10.164,0.19,N,29.0,False
43.0,60000.0,Mortgage,2.0,Medical,A,9250.0,5.79,0.15,N,17.0,False
59.0,42000.0,Rent,14.0,Personal,A,9600.0,7.66,0.23,N,19.0,False
57.0,40000.0,Rent,1.0,Medical,A,15000.0,8.9,0.38,N,21.0,True
39.0,30000.0,Rent,1.0,Homeimprovement,E,7675.0,16.0,0.26,Y,16.0,True
36.0,57000.0,Mortgage,11.0,Homeimprovement,B,1500.0,9.62,0.03,N,16.0,True
39.0,40000.0,Own,4.0,Venture,B,1000.0,10.37,0.03,N,16.0,False
37.0,35000.0,Rent,0.0,Debtconsolidation,D,7000.0,16.77,0.2,N,17.0,True
36.0,144000.0,Mortgage,0.0,Personal,C,7600.0,15.23,0.05,N,16.0,False
49.0,69000.0,Rent,11.0,Venture,C,10000.0,13.48,0.14,N,16.0,False
38.0,90000.0,Mortgage,5.0,Education,A,25000.0,12.831999999999999,0.28,N,17.0,False
55.0,60900.0,Mortgage,5.0,Personal,A,8500.0,6.76,0.14,N,20.0,False
47.0,65000.0,Mortgage,21.0,Venture,C,7000.0,14.35,0.11,N,17.0,False
47.0,119000.0,Rent,5.0,Personal,A,14250.0,7.66,0.12,N,16.0,False
38.0,61450.0,Own,6.0,Venture,A,12500.0,7.49,0.2,N,16.0,False
41.0,47508.0,Rent,3.0,Debtconsolidation,B,10000.0,10.74,0.21,N,16.0,False
41.0,125000.0,Mortgage,4.0,Venture,A,14975.0,6.03,0.12,N,16.0,False
53.0,92000.0,Mortgage,7.0,Personal,B,15000.0,11.12,0.16,N,22.0,False
48.0,41500.0,Rent,3.0,Medical,A,5000.0,7.29,0.12,N,16.0,False
54.0,120000.0,Mortgage,4.0,Personal,A,17625.0,7.49,0.15,N,19.0,False
40.0,63996.0,Mortgage,8.0,Education,B,12000.0,10.25,0.19,N,17.0,False
51.0,46560.0,Mortgage,2.0,Personal,A,11600.0,8.94,0.25,N,30.0,False
47.0,54996.0,Mortgage,7.0,Medical,B,9000.0,10.38,0.16,N,16.0,False
39.0,30000.0,Rent,7.0,Venture,A,8450.0,5.99,0.28,N,16.0,False
38.0,96000.0,Mortgage,15.0,Debtconsolidation,A,6000.0,6.03,0.06,N,16.0,False
36.0,41000.0,Mortgage,6.0,Debtconsolidation,B,6250.0,10.62,0.15,N,17.0,False
