Age,Income,Home_ownership,Employment_length,Loan_intent,internal_credit_rating,Loan_amount,Interest_rate,Loan_percent_income,Default,Credit_history_length,Loan_status
24,86000,Mortgage,8.0,Education,A,15000,5.79,0.17,N,3,0
45,49000,Own,5.0,Medical,E,24250,19.03,0.49,Y,11,1
31,300000,Mortgage,1.0,Venture,D,25000,14.83,0.08,N,9,0
23,54400,Rent,2.0,Medical,D,5000,16.49,0.08,N,4,1
28,30000,Rent,2.0,Personal,A,5200,5.42,0.17,N,7,0
24,37000,Rent,3.0,Venture,B,5500,9.2,0.15,N,3,0
25,83000,Mortgage,9.0,Homeimprovement,B,13000,10.99,0.16,N,2,0
26,150000,Mortgage,10.0,Personal,B,15000,12.21,0.1,N,2,0
47,44004,Rent,2.0,Personal,B,8000,,0.18,N,15,1
26,60000,Rent,9.0,Debtconsolidation,C,7000,13.49,0.12,N,2,0
29,75000,Rent,2.0,Homeimprovement,B,7000,11.71,0.09,N,9,0
26,120000,Mortgage,10.0,Homeimprovement,D,10000,14.59,0.08,Y,2,0
36,60000,Mortgage,2.0,Venture,C,8000,13.92,0.13,Y,14,0
25,40000,Rent,6.0,Venture,C,10000,13.48,0.25,N,3,0
25,19200,Rent,1.0,Venture,A,9500,7.88,0.49,N,4,1
22,40320,Rent,0.0,Debtconsolidation,C,12000,14.27,0.3,N,3,0
31,36000,Rent,2.0,Medical,B,5000,10.36,0.14,N,9,0
25,108000,Mortgage,9.0,Personal,B,4800,12.42,0.04,N,4,0
76,75000,Rent,23.0,Medical,A,15000,8.94,0.2,N,25,0
24,38000,Mortgage,0.0,Personal,D,2500,15.7,0.07,N,2,1
23,51000,Rent,0.0,Debtconsolidation,A,1000,7.14,0.02,N,2,0
40,60000,Rent,3.0,Homeimprovement,D,10000,15.95,0.17,N,14,0
31,100000,Mortgage,0.0,Homeimprovement,A,15000,9.63,0.15,N,5,0
27,43000,Mortgage,11.0,Venture,A,17500,7.29,0.41,N,7,0
24,44000,Rent,2.0,Debtconsolidation,D,25000,15.33,0.57,N,2,1
34,44000,Mortgage,18.0,Medical,D,4000,15.95,0.09,Y,9,1
35,33000,Own,0.0,Education,C,2000,13.98,0.06,Y,6,0
30,78411,Other,15.0,Venture,B,15850,11.14,0.2,N,5,0
27,62900,Rent,7.0,Medical,D,24250,15.31,0.33,N,6,1
26,38000,Rent,3.0,Education,B,13400,9.99,0.35,N,2,1
23,20800,Rent,4.0,Education,D,3200,14.84,0.15,N,2,0
31,78000,Rent,1.0,Education,A,14000,9.63,0.18,N,5,0
24,86000,Mortgage,0.0,Personal,B,20000,10.99,0.23,N,4,1
34,65000,Rent,6.0,Medical,A,17000,8.49,0.26,N,8,0
29,75000,Rent,2.0,Medical,A,6000,8.49,0.08,N,6,0
24,75000,Mortgage,4.0,Venture,B,19000,11.99,0.25,N,3,0
27,20000,Rent,4.0,Personal,C,3250,,0.16,N,5,1
22,42900,Own,7.0,Education,B,2000,10.74,0.05,N,4,0
28,50000,Rent,4.0,Medical,A,8000,7.14,0.16,N,7,0
49,64800,Mortgage,4.0,Homeimprovement,D,6625,18.25,0.1,N,16,0
36,25000,Mortgage,0.0,Homeimprovement,B,3000,8.7,0.12,N,12,0
26,55000,Mortgage,10.0,Venture,A,10000,7.49,0.18,N,2,0
29,54000,Rent,13.0,Personal,D,12000,14.74,0.22,Y,10,0
24,121000,Rent,8.0,Personal,F,18000,18.3,0.15,N,3,0
28,108000,Mortgage,6.0,Education,B,27400,10.99,0.25,N,7,0
32,68000,Rent,9.0,Venture,D,3800,16.89,0.06,Y,8,0
34,62000,Mortgage,18.0,Venture,B,28000,11.71,0.45,N,7,0
22,42000,Rent,3.0,Medical,C,8400,14.35,0.2,N,4,0
29,63000,Rent,5.0,Personal,D,10000,15.33,0.16,Y,7,0
29,34000,Mortgage,0.0,Venture,C,3000,13.61,0.09,N,9,0
27,65000,Mortgage,11.0,Venture,B,4500,11.99,0.07,N,10,0
31,100300,Rent,1.0,Medical,D,12000,14.91,0.1,Y,7,1
36,27600,Rent,0.0,Education,B,1000,11.49,0.04,N,12,0
22,42000,Rent,6.0,Education,B,2000,10.36,0.05,N,4,0
26,45000,Rent,1.0,Venture,A,7000,7.51,0.16,N,3,0
25,45000,Rent,0.0,Venture,C,10000,12.98,0.22,Y,2,0
24,72000,Mortgage,0.0,Education,B,9000,,0.13,N,2,0
23,79000,Mortgage,7.0,Education,C,16000,12.73,0.2,Y,4,0
26,65450,Mortgage,3.0,Medical,B,10800,12.21,0.14,N,3,1
29,28800,Rent,1.0,Personal,A,1400,7.9,0.05,N,8,0
32,50000,Mortgage,3.0,Personal,A,6000,6.76,0.12,N,6,0
23,70000,Mortgage,0.0,Debtconsolidation,A,3525,6.91,0.05,N,3,0
25,50000,Mortgage,9.0,Personal,A,10000,6.92,0.2,N,2,0
39,60000,Rent,2.0,Debtconsolidation,C,6000,15.27,0.1,N,14,0
24,37000,Rent,3.0,Personal,B,5500,9.2,0.15,N,2,0
23,39000,Rent,3.0,Education,B,3500,11.86,0.09,N,4,1
34,21000,Rent,2.0,Medical,A,2100,7.88,0.1,N,8,0
24,100800,Mortgage,4.0,Education,B,21000,11.49,0.21,N,4,0
40,54000,Rent,7.0,Personal,B,12000,10.62,0.22,N,14,0
30,522000,Mortgage,11.0,Homeimprovement,A,2500,7.43,0.0,N,9,0
40,66000,Rent,0.0,Debtconsolidation,C,15575,14.27,0.24,Y,13,0
22,85000,Mortgage,4.0,Venture,A,7000,6.91,0.08,N,3,0
22,79000,Mortgage,3.0,Venture,C,35000,13.8,0.44,Y,2,0
29,36000,Rent,5.0,Personal,C,10000,,0.28,Y,6,0
23,82800,Mortgage,1.0,Homeimprovement,B,12000,9.76,0.14,N,2,1
31,50402,Mortgage,4.0,Personal,C,3000,13.22,0.06,N,9,0
22,32000,Rent,0.0,Medical,B,2400,11.99,0.07,N,3,0
22,65000,Rent,1.0,Education,A,12500,6.91,0.19,N,2,0
30,31200,Rent,0.0,Education,C,3100,13.35,0.1,N,10,0
26,53000,Mortgage,3.0,Venture,A,2800,6.03,0.05,N,3,0
24,40560,Rent,5.0,Venture,A,8000,7.66,0.2,N,2,0
25,94976,Mortgage,5.0,Debtconsolidation,B,20000,10.74,0.21,N,3,0
33,102000,Rent,2.0,Medical,D,3600,,0.03,Y,6,1
28,56000,Own,10.0,Homeimprovement,C,12000,14.72,0.21,Y,7,0
27,120000,Rent,2.0,Debtconsolidation,B,11050,12.69,0.09,N,7,0
27,75127,Rent,11.0,Homeimprovement,B,15000,10.64,0.2,N,6,0
24,80000,Own,0.0,Venture,A,5500,8.94,0.07,N,2,0
32,29500,Mortgage,4.0,Education,B,7000,10.0,0.24,N,7,1
54,170000,Mortgage,12.0,Personal,A,11000,6.62,0.06,N,20,0
27,87000,Mortgage,2.0,Venture,A,7200,9.63,0.08,N,6,0
47,204000,Mortgage,6.0,Education,C,10000,13.06,0.05,Y,13,0
28,41000,Rent,11.0,Personal,E,4000,18.64,0.1,N,8,1
23,105000,Rent,0.0,Education,C,12000,12.61,0.11,N,2,0
26,54000,Rent,0.0,Personal,D,13200,14.91,0.24,Y,2,1
41,113000,Rent,1.0,Personal,D,12000,16.0,0.11,N,15,1
27,46800,Mortgage,,Medical,D,8000,15.7,0.17,N,8,1
28,40500,Rent,9.0,Debtconsolidation,A,15000,7.88,0.37,N,5,1
28,73000,Mortgage,6.0,Personal,B,15000,11.83,0.21,N,7,0
25,68000,Rent,0.0,Venture,A,4000,6.76,0.06,N,2,0
32,96000,Rent,14.0,Debtconsolidation,E,4000,17.93,0.04,Y,9,1
21,29000,Rent,2.0,Medical,D,4200,15.62,0.14,Y,3,1
26,19500,Rent,0.0,Medical,C,500,11.41,0.03,N,2,0
23,100000,Other,1.0,Education,B,15000,,0.15,N,2,0
21,40000,Own,5.0,Medical,A,12000,8.9,0.3,N,2,0
22,62589,Own,,Venture,C,7000,13.35,0.11,Y,2,0
24,95000,Mortgage,,Medical,C,5750,,0.06,Y,4,0
23,21000,Own,7.0,Education,B,7500,12.69,0.36,N,2,0
22,57200,Mortgage,7.0,Debtconsolidation,A,7500,7.51,0.13,N,3,0
22,45000,Mortgage,6.0,Venture,A,7000,8.94,0.16,N,3,0
36,49000,Rent,0.0,Debtconsolidation,D,8000,15.31,0.16,Y,13,1
22,38000,Mortgage,4.0,Venture,D,4000,14.42,0.11,Y,2,0
31,47000,Mortgage,6.0,Medical,C,20000,13.49,0.43,N,5,0
31,55680,Mortgage,7.0,Venture,C,4000,12.73,0.07,N,7,0
26,70000,Mortgage,10.0,Homeimprovement,A,12000,8.94,0.17,N,2,0
32,81204,Mortgage,6.0,Education,A,3600,7.88,0.04,N,9,0
28,59000,Mortgage,2.0,Venture,B,14000,10.36,0.24,N,7,0
37,65000,Rent,4.0,Homeimprovement,F,20000,16.71,0.31,N,17,1
22,40000,Mortgage,5.0,Debtconsolidation,B,8000,9.76,0.2,N,4,0
30,46000,Mortgage,1.0,Education,C,12000,,0.26,Y,9,0
36,32000,Mortgage,7.0,Education,B,5300,10.65,0.17,N,13,0
29,44000,Rent,0.0,Education,B,10200,10.2,0.23,N,8,0
24,90000,Rent,7.0,Education,B,16000,12.18,0.18,N,2,0
27,75000,Rent,11.0,Personal,B,30000,10.65,0.4,N,5,1
22,45000,Mortgage,1.0,Education,B,8000,12.53,0.18,N,3,0
25,30840,Rent,2.0,Venture,D,11200,17.27,0.36,N,4,1
22,28150,Rent,0.0,Medical,A,1600,6.39,0.06,N,4,0
24,85000,Mortgage,4.0,Education,B,1000,9.99,0.01,N,4,0
26,28000,Rent,10.0,Medical,D,13000,16.29,0.46,Y,3,1
31,56000,Mortgage,3.0,Medical,A,12000,6.54,0.21,N,5,0
26,100000,Mortgage,4.0,Education,A,5000,6.92,0.05,N,4,0
25,45000,Rent,9.0,Education,A,4800,7.51,0.11,N,3,0
25,98000,Own,0.0,Homeimprovement,A,2000,7.37,0.02,N,3,0
24,128000,Mortgage,4.0,Education,A,12000,6.03,0.09,N,3,0
24,92000,Rent,8.0,Medical,B,24500,11.46,0.27,N,4,0
24,65000,Mortgage,8.0,Personal,A,2500,6.39,0.04,N,3,0
22,30000,Rent,2.0,Education,C,12000,13.72,0.4,N,2,1
27,44640,Rent,0.0,Medical,B,12800,11.83,0.29,N,9,0
25,39000,Rent,1.0,Homeimprovement,E,16050,17.14,0.41,Y,3,1
28,53000,Own,3.0,Education,A,7475,7.9,0.14,N,8,0
26,40000,Rent,3.0,Venture,C,9600,14.27,0.24,N,4,0
26,70000,Mortgage,5.0,Personal,A,4500,7.51,0.06,N,4,0
23,49000,Mortgage,7.0,Education,C,4000,13.99,0.08,N,3,0
25,53000,Rent,3.0,Homeimprovement,C,5000,12.53,0.09,Y,3,0
34,40000,Mortgage,11.0,Venture,A,6000,7.29,0.15,N,7,0
26,75000,Mortgage,9.0,Education,C,4000,12.99,0.05,N,2,0
24,46000,Rent,0.0,Personal,D,5975,14.46,0.13,Y,4,1
24,51992,Mortgage,9.0,Personal,C,15000,13.98,0.29,N,3,0
25,150000,Mortgage,9.0,Debtconsolidation,B,25000,10.25,0.17,N,2,0
27,75800,Rent,0.0,Education,A,2475,6.54,0.03,N,8,0
25,50000,Mortgage,4.0,Personal,A,6000,6.76,0.12,N,3,0
22,25000,Mortgage,4.0,Venture,A,1800,8.49,0.07,N,2,0
24,68004,Mortgage,7.0,Education,A,4000,6.39,0.06,N,3,0
25,35280,Rent,3.0,Debtconsolidation,C,10375,14.27,0.29,Y,4,1
47,79500,Mortgage,0.0,Education,A,16000,7.51,0.2,N,13,0
26,60000,Rent,0.0,Venture,B,7200,11.14,0.12,N,2,0
23,49000,Mortgage,7.0,Debtconsolidation,A,2400,7.66,0.05,N,3,0
34,130000,Mortgage,5.0,Homeimprovement,E,5000,17.56,0.04,N,7,0
29,70000,Other,1.0,Personal,B,5000,11.14,0.07,N,6,0
22,44094,Rent,1.0,Venture,A,3600,7.37,0.08,N,3,0
34,126000,Mortgage,2.0,Venture,B,9600,11.49,0.08,N,5,0
25,90000,Mortgage,9.0,Medical,A,6000,,0.07,N,4,0
26,35000,Own,1.0,Venture,A,4175,7.74,0.12,N,4,0
25,65000,Rent,3.0,Personal,D,18000,15.33,0.28,N,4,1
25,60000,Rent,3.0,Venture,C,3000,13.47,0.05,Y,3,1
25,80000,Rent,0.0,Venture,B,16000,9.88,0.2,N,2,0
23,61000,Mortgage,,Personal,A,10000,6.99,0.16,N,2,0
24,300000,Mortgage,8.0,Debtconsolidation,B,35000,9.99,0.12,N,3,0
28,147500,Mortgage,12.0,Debtconsolidation,B,10000,11.12,0.07,N,7,0
23,66000,Rent,7.0,Education,C,12000,14.65,0.18,Y,2,0
47,44004,Rent,2.0,Medical,B,8000,,0.18,N,11,1
21,98000,Mortgage,5.0,Personal,B,6000,10.59,0.06,N,4,0
35,85000,Mortgage,0.0,Education,B,20000,12.21,0.24,N,10,0
24,85000,Rent,8.0,Personal,B,10000,10.37,0.12,N,4,0
24,125000,Mortgage,2.0,Personal,A,15000,7.66,0.12,N,3,0
24,40000,Rent,1.0,Venture,B,3825,10.0,0.1,N,3,0
27,80000,Rent,3.0,Personal,A,20000,7.49,0.25,N,9,0
25,90000,Mortgage,2.0,Personal,C,20000,,0.22,Y,3,0
28,120000,Rent,12.0,Medical,A,9600,8.0,0.08,N,7,0
34,397800,Mortgage,5.0,Medical,D,14000,14.61,0.03,Y,5,1
22,87000,Mortgage,0.0,Personal,B,8000,12.21,0.09,N,4,0
28,130000,Mortgage,1.0,Education,D,5600,15.65,0.04,N,9,0
22,21000,Rent,4.0,Education,C,10000,13.72,0.48,Y,2,1
24,98518,Mortgage,8.0,Venture,A,10000,8.59,0.1,N,3,0
22,43000,Rent,6.0,Personal,B,13500,10.95,0.31,N,3,1
23,60000,Mortgage,0.0,Personal,B,10000,11.26,0.17,N,3,0
23,48000,Mortgage,8.0,Medical,D,1400,14.83,0.03,Y,2,1
27,170000,Rent,3.0,Homeimprovement,B,12075,12.42,0.07,N,10,0
24,40000,Mortgage,3.0,Medical,B,10500,11.36,0.26,N,2,0
22,69000,Mortgage,6.0,Debtconsolidation,D,10000,15.62,0.14,Y,2,1
25,100000,Mortgage,9.0,Homeimprovement,B,4800,10.65,0.05,N,3,0
23,44000,Rent,7.0,Education,A,9800,7.51,0.22,N,2,1
25,52704,Mortgage,6.0,Debtconsolidation,A,11000,8.94,0.21,N,3,0
23,65000,Rent,0.0,Education,B,10000,11.49,0.15,N,4,0
23,83000,Rent,2.0,Debtconsolidation,D,12000,17.27,0.14,Y,4,1
23,34255,Rent,7.0,Venture,G,6000,22.11,0.18,Y,3,1
31,80000,Mortgage,0.0,Medical,B,15000,10.95,0.19,N,8,0
35,31000,Own,0.0,Medical,C,4275,10.28,0.14,N,7,0
27,125000,Mortgage,7.0,Education,A,9000,7.51,0.07,N,6,0
31,35000,Rent,4.0,Medical,C,15000,13.11,0.43,N,9,1
26,39996,Rent,5.0,Education,C,4800,12.99,0.12,N,4,0
24,113000,Rent,4.0,Debtconsolidation,A,12000,7.49,0.11,N,2,0
26,30000,Mortgage,3.0,Homeimprovement,B,15000,10.62,0.5,N,2,0
27,156000,Mortgage,11.0,Debtconsolidation,A,5000,6.54,0.03,N,5,0
24,50000,Mortgage,5.0,Personal,D,22800,17.27,0.46,N,2,0
24,250000,Rent,2.0,Education,C,18000,12.98,0.07,Y,3,0
24,67430,Mortgage,8.0,Medical,C,12000,12.87,0.18,Y,4,0
23,168952,Mortgage,5.0,Homeimprovement,A,12500,8.94,0.07,N,2,1
21,21000,Rent,2.0,Debtconsolidation,B,4000,11.86,0.19,N,2,0
21,29004,Rent,5.0,Personal,C,11000,14.22,0.38,Y,4,1
35,35000,Mortgage,5.0,Education,B,5600,11.49,0.16,N,6,0
22,69600,Rent,6.0,Debtconsolidation,C,1350,12.68,0.02,Y,3,0
25,43000,Own,5.0,Venture,A,8000,7.14,0.19,N,4,0
22,61000,Rent,3.0,Medical,B,5000,9.99,0.08,N,2,0
28,33996,Mortgage,5.0,Personal,A,12000,,0.35,N,8,1
26,80000,Mortgage,5.0,Homeimprovement,A,3000,8.0,0.04,N,3,0
29,39996,Rent,3.0,Medical,C,7000,12.84,0.18,N,5,0
28,20000,Rent,5.0,Debtconsolidation,B,4000,10.99,0.2,N,9,0
26,65000,Rent,5.0,Homeimprovement,A,15000,7.66,0.23,N,4,0
23,30000,Rent,2.0,Venture,A,3000,7.49,0.1,N,2,0
35,40000,Mortgage,18.0,Medical,B,7200,10.71,0.18,N,5,0
23,78000,Rent,0.0,Homeimprovement,A,5000,6.62,0.06,N,4,1
24,65000,Mortgage,7.0,Personal,A,1525,5.42,0.02,N,3,0
40,1200000,Mortgage,1.0,Medical,A,10000,,0.01,N,16,0
22,24000,Rent,3.0,Debtconsolidation,C,1000,12.84,0.04,Y,4,0
27,96000,Mortgage,3.0,Venture,C,3000,14.17,0.03,Y,9,1
24,135000,Rent,3.0,Education,E,16000,16.69,0.12,N,2,0
30,30240,Rent,1.0,Education,C,5000,14.72,0.17,Y,10,0
43,108639,Mortgage,3.0,Medical,B,18000,10.75,0.17,N,13,0
25,85000,Mortgage,9.0,Venture,C,7200,13.57,0.08,N,3,0
30,50000,Own,3.0,Education,A,5000,5.99,0.1,N,7,0
24,79400,Mortgage,8.0,Homeimprovement,B,12000,9.88,0.15,N,4,0
28,40000,Rent,12.0,Venture,B,12000,11.11,0.3,N,5,0
22,65000,Mortgage,4.0,Education,C,10000,13.35,0.15,N,4,0
25,75000,Mortgage,5.0,Medical,A,1500,6.54,0.02,N,4,0
31,29760,Mortgage,0.0,Medical,A,10000,9.63,0.34,N,10,0
26,125000,Own,10.0,Medical,A,6000,5.42,0.05,N,4,0
23,29004,Own,1.0,Education,C,2000,13.16,0.07,Y,3,0
25,76700,Mortgage,1.0,Venture,E,14800,19.42,0.19,Y,4,0
31,60000,Rent,3.0,Medical,C,9000,13.06,0.15,N,7,0
22,74476,Mortgage,6.0,Education,A,5000,8.49,0.07,N,4,1
22,50004,Rent,5.0,Education,D,5300,14.42,0.11,N,2,0
27,55200,Rent,0.0,Debtconsolidation,A,4000,6.76,0.07,N,6,0
26,60000,Rent,2.0,Medical,C,8000,13.61,0.13,N,4,0
35,104000,Rent,0.0,Debtconsolidation,B,3000,11.58,0.03,N,6,0
29,60000,Rent,4.0,Homeimprovement,B,5500,10.74,0.09,N,6,0
25,66000,Rent,9.0,Education,B,18000,10.25,0.27,N,3,0
23,65000,Mortgage,7.0,Education,A,9000,7.88,0.14,N,3,0
38,35000,Mortgage,6.0,Venture,A,4800,7.51,0.14,N,14,0
25,234000,Mortgage,3.0,Medical,C,20000,14.27,0.09,Y,4,0
25,54000,Rent,2.0,Education,B,4000,11.89,0.07,N,2,0
23,103000,Mortgage,7.0,Education,C,17000,14.35,0.17,N,4,0
25,27800,Own,,Venture,A,14125,6.99,0.51,N,4,0
22,100000,Mortgage,6.0,Education,B,3000,11.49,0.03,N,3,0
22,69077,Mortgage,2.0,Personal,A,10000,7.51,0.14,N,3,0
24,48000,Mortgage,5.0,Homeimprovement,A,17000,6.91,0.35,N,4,0
30,85000,Rent,0.0,Debtconsolidation,C,10000,13.16,0.12,Y,10,0
33,50000,Own,5.0,Education,A,8300,,0.17,N,7,0
25,40000,Rent,2.0,Debtconsolidation,B,5600,,0.14,N,3,0
31,38000,Own,15.0,Venture,B,10400,11.49,0.27,N,10,0
22,27000,Rent,2.0,Education,B,8500,12.21,0.31,N,2,1
37,39600,Mortgage,17.0,Homeimprovement,A,6000,,0.15,N,17,0
26,39600,Rent,3.0,Education,A,4000,5.79,0.1,N,4,1
23,62900,Rent,2.0,Medical,D,12000,14.96,0.16,N,4,1
22,39000,Rent,2.0,Personal,D,10000,16.07,0.26,Y,2,1
23,25279,Rent,7.0,Personal,D,7125,17.58,0.28,Y,4,0
22,56755,Rent,5.0,Education,B,12000,10.99,0.21,N,2,0
24,24000,Mortgage,3.0,Medical,A,8000,5.99,0.33,N,4,0
30,32000,Mortgage,4.0,Homeimprovement,C,6625,14.79,0.21,N,10,0
23,130000,Mortgage,7.0,Education,A,5000,5.79,0.04,N,4,0
30,51600,Rent,5.0,Debtconsolidation,A,9000,6.54,0.17,N,6,0
23,39996,Mortgage,3.0,Education,A,3600,7.51,0.09,N,4,0
34,75000,Rent,4.0,Debtconsolidation,B,14000,12.69,0.19,N,7,0
30,110000,Rent,2.0,Personal,A,3200,7.49,0.03,N,8,0
28,126000,Mortgage,2.0,Homeimprovement,B,12000,11.71,0.1,N,8,0
22,75000,Rent,2.0,Debtconsolidation,A,5000,5.79,0.07,N,2,0
37,26400,Rent,5.0,Education,A,1500,6.91,0.06,N,17,0
43,39996,Rent,1.0,Personal,B,4000,10.99,0.1,N,11,0
25,60000,Rent,4.0,Personal,A,9800,,0.16,N,3,0
23,98000,Mortgage,3.0,Venture,A,10000,8.94,0.1,N,3,0
22,40000,Mortgage,5.0,Personal,A,5400,7.42,0.14,N,2,0
38,110000,Rent,5.0,Homeimprovement,A,20000,6.91,0.18,N,13,0
42,70000,Mortgage,19.0,Venture,A,10500,6.99,0.15,N,12,0
22,200000,Mortgage,6.0,Debtconsolidation,A,9000,6.17,0.04,N,4,0
27,80000,Mortgage,1.0,Debtconsolidation,B,20000,11.36,0.25,N,5,0
32,45000,Mortgage,6.0,Education,A,6400,7.49,0.14,N,8,0
25,83000,Rent,0.0,Education,C,10000,13.22,0.12,N,3,1
23,24000,Rent,4.0,Debtconsolidation,A,5000,6.62,0.21,N,2,0
26,129996,Rent,6.0,Personal,B,25000,10.75,0.19,N,3,0
23,78000,Rent,5.0,Education,D,2300,17.58,0.03,Y,2,0
22,63500,Mortgage,3.0,Education,C,7000,,0.11,N,2,0
23,60000,Rent,5.0,Venture,D,5000,16.49,0.08,Y,2,0
27,28500,Mortgage,6.0,Venture,A,2600,7.74,0.09,N,7,0
22,31500,Rent,3.0,Debtconsolidation,D,2900,,0.09,Y,3,1
28,101000,Mortgage,8.0,Medical,A,15000,8.94,0.15,N,9,0
22,62000,Mortgage,2.0,Education,D,7500,13.87,0.12,N,3,0
24,41628,Rent,6.0,Debtconsolidation,C,6000,11.28,0.14,Y,2,1
28,100000,Mortgage,13.0,Homeimprovement,A,12000,7.88,0.12,N,8,0
41,39996,Mortgage,8.0,Venture,D,1200,15.21,0.03,N,16,0
30,22000,Own,4.0,Venture,B,6000,11.89,0.27,N,8,0
29,46400,Mortgage,0.0,Education,A,12000,7.51,0.26,N,10,0
24,24000,Rent,5.0,Medical,C,5500,14.27,0.23,N,2,0
36,62000,Mortgage,15.0,Debtconsolidation,A,7500,8.59,0.12,N,14,0
23,75000,Rent,0.0,Venture,A,2200,7.9,0.03,N,4,0
36,31000,Rent,2.0,Personal,D,8000,14.11,0.26,N,14,1
22,33000,Rent,6.0,Personal,B,10000,12.42,0.3,N,3,1
27,101000,Rent,2.0,Debtconsolidation,B,11200,10.99,0.11,N,6,0
22,60000,Mortgage,6.0,Education,D,5000,14.61,0.08,Y,3,0
24,375000,Mortgage,9.0,Debtconsolidation,C,20000,11.41,0.05,N,3,0
24,32000,Rent,9.0,Medical,A,3600,7.49,0.11,N,3,0
26,58000,Rent,9.0,Personal,B,10500,11.48,0.18,N,2,0
32,35000,Mortgage,11.0,Debtconsolidation,C,4000,13.61,0.11,N,6,0
24,79631,Rent,8.0,Personal,D,25000,15.7,0.31,Y,2,1
23,14088,Rent,2.0,Medical,B,1500,8.88,0.11,N,2,0
26,55000,Rent,7.0,Debtconsolidation,A,18800,6.99,0.34,N,2,1
28,143000,Mortgage,5.0,Homeimprovement,D,8275,16.49,0.06,Y,7,1
22,16094,Mortgage,2.0,Venture,A,5500,7.14,0.34,N,3,1
25,24000,Rent,2.0,Medical,A,10625,6.03,0.44,N,2,1
24,50004,Rent,4.0,Debtconsolidation,C,7200,12.84,0.14,Y,3,0
24,55000,Mortgage,3.0,Debtconsolidation,B,3000,11.12,0.05,N,2,0
27,103000,Rent,2.0,Venture,A,5000,9.32,0.05,N,7,0
29,41000,Rent,3.0,Personal,B,5000,11.49,0.12,N,9,0
29,73000,Rent,1.0,Homeimprovement,B,20000,11.83,0.27,N,9,1
28,23350,Rent,8.0,Medical,A,4900,7.88,0.21,N,6,0
25,50000,Rent,10.0,Debtconsolidation,A,20000,7.49,0.4,N,3,1
28,52524,Mortgage,11.0,Medical,A,9200,9.32,0.18,N,7,0
25,120000,Own,3.0,Education,B,3000,10.14,0.03,N,3,0
25,39000,Rent,6.0,Venture,D,16000,15.65,0.41,Y,3,1
23,107500,Rent,7.0,Medical,A,10000,7.66,0.09,N,2,0
43,46000,Rent,3.0,Education,B,5000,10.38,0.11,N,15,1
24,54000,Mortgage,8.0,Personal,B,4000,9.99,0.07,N,2,0
24,30996,Own,,Education,A,8000,7.51,0.26,N,3,0
32,227500,Rent,3.0,Medical,C,25000,12.53,0.11,N,5,0
33,49000,Rent,2.0,Homeimprovement,D,3000,16.49,0.06,N,7,1
23,86004,Rent,0.0,Personal,D,5000,14.84,0.06,N,2,1
25,50000,Mortgage,5.0,Education,C,4000,13.43,0.08,Y,3,0
30,34000,Rent,14.0,Homeimprovement,D,10000,14.54,0.29,Y,6,1
22,36000,Own,4.0,Education,A,3250,7.75,0.09,N,4,0
26,43000,Rent,8.0,Medical,A,7000,7.29,0.16,N,4,0
24,45996,Rent,9.0,Personal,B,3500,12.21,0.08,N,2,1
28,24000,Mortgage,2.0,Homeimprovement,B,9600,11.99,0.4,N,8,0
25,85000,Rent,3.0,Debtconsolidation,B,20000,10.25,0.24,N,3,0
25,72000,Mortgage,7.0,Medical,B,25000,11.89,0.35,N,2,0
28,92800,Mortgage,0.0,Medical,A,12500,9.63,0.13,N,9,0
35,52500,Rent,3.0,Homeimprovement,B,12000,10.36,0.23,N,8,0
34,26000,Own,0.0,Medical,A,3000,8.49,0.12,N,9,0
40,55000,Rent,14.0,Homeimprovement,A,18000,7.88,0.33,N,14,1
27,60000,Mortgage,8.0,Personal,B,5000,9.63,0.08,N,6,0
22,50000,Rent,0.0,Personal,A,10000,7.88,0.2,N,3,0
43,45000,Rent,2.0,Education,C,7000,12.99,0.16,N,14,0
23,93000,Own,7.0,Venture,C,25000,12.73,0.27,N,3,0
23,79000,Rent,5.0,Education,D,20000,16.89,0.25,Y,4,0
46,48000,Mortgage,0.0,Personal,A,9600,,0.2,N,17,0
23,54996,Rent,2.0,Medical,C,11000,,0.2,N,2,0
23,78000,Rent,7.0,Medical,B,20000,,0.26,N,4,0
30,78000,Mortgage,1.0,Medical,C,26000,15.96,0.33,Y,5,0
22,33996,Own,0.0,Venture,D,10000,14.96,0.29,Y,3,0
32,58650,Rent,6.0,Medical,D,17400,15.05,0.25,N,6,1
24,82000,Mortgage,2.0,Personal,A,8000,5.79,0.1,N,3,0
25,47700,Mortgage,1.0,Homeimprovement,A,12375,7.9,0.26,N,4,0
31,138000,Rent,0.0,Venture,D,25000,13.24,0.18,N,7,1
29,56000,Own,5.0,Education,A,9200,6.03,0.16,N,9,0
21,60000,Rent,2.0,Education,B,8000,11.26,0.13,N,3,0
22,50000,Rent,2.0,Debtconsolidation,A,5000,7.88,0.1,N,4,0
50,74400,Mortgage,5.0,Venture,A,7000,7.49,0.09,N,14,0
24,78000,Mortgage,0.0,Homeimprovement,A,5000,6.62,0.06,N,4,0
24,24000,Rent,4.0,Debtconsolidation,A,5000,7.51,0.21,N,2,0
31,24000,Rent,2.0,Medical,A,1800,8.59,0.07,N,6,0
31,40000,Own,0.0,Medical,D,15000,15.31,0.38,Y,10,0
26,41004,Rent,2.0,Medical,B,3000,11.14,0.07,N,2,0
26,81380,Rent,9.0,Medical,B,14400,10.37,0.18,N,4,0
