Age,Income,Home_ownership,Employment_length,Loan_intent,internal_credit_rating,Loan_amount,Interest_rate,Loan_percent_income,Default,Credit_history_length,Loan_status,is_eligible,age_employment_ratio,income_per_credit_year
36.0,80000.0,Mortgage,20.0,Debtconsolidation,A,5000.0,7.29,0.06,N,16.0,False,True,0.5555555555555556,5000.0
29.0,127000.0,Mortgage,1.0,Personal,B,24250.0,11.36,0.19,N,8.0,False,True,0.034482758620689655,15875.0
25.0,58800.0,Rent,4.0,Education,D,5000.0,14.84,0.09,N,2.0,False,True,0.16,29400.0
29.0,59000.0,Rent,4.0,Debtconsolidation,D,12000.0,16.49,0.2,Y,9.0,True,True,0.13793103448275862,6555.555555555556
26.0,52582.0,Rent,3.0,Venture,C,2800.0,13.47,0.05,N,4.0,False,True,0.11538461538461539,13145.5
25.0,60000.0,Mortgage,4.0,Venture,A,14000.0,7.9,0.23,N,2.0,False,True,0.16,30000.0
21.0,36000.0,Mortgage,1.0,Medical,A,4000.0,5.42,0.11,N,3.0,False,True,0.047619047619047616,12000.0
35.0,31000.0,Mortgage,2.0,Debtconsolidation,D,5000.0,14.46,0.16,Y,5.0,True,True,0.05714285714285714,6200.0
29.0,62000.0,Mortgage,4.0,Personal,D,3000.0,14.84,0.05,N,7.0,False,True,0.13793103448275862,8857.142857142857
22.0,34992.0,Rent,1.0,Personal,B,5000.0,14.54,0.14,N,3.0,False,True,0.045454545454545456,11664.0
28.0,59000.0,Rent,2.0,Debtconsolidation,C,5000.0,15.23,0.08,N,6.0,True,True,0.07142857142857142,9833.333333333334
38.0,118000.0,Mortgage,12.0,Debtconsolidation,B,11400.0,10.59,0.1,N,12.0,False,True,0.3157894736842105,9833.333333333334
24.0,37000.0,Rent,8.0,Education,D,10500.0,12.036,0.28,N,4.0,False,True,0.3333333333333333,9250.0
23.0,46200.0,Rent,5.0,Personal,B,9000.0,9.99,0.19,N,3.0,False,True,0.21739130434782608,15400.0
25.0,201000.0,Mortgage,9.0,Debtconsolidation,A,14000.0,7.66,0.07,N,4.0,False,True,0.36,50250.0
21.0,16200.0,Rent,2.0,Medical,D,2200.0,16.49,0.14,N,2.0,True,True,0.09523809523809523,8100.0
28.0,54080.0,Mortgage,7.0,Homeimprovement,B,13750.0,11.14,0.25,N,7.0,False,True,0.25,7725.714285714285
24.0,45000.0,Mortgage,5.0,Personal,A,10000.0,5.79,0.22,N,4.0,False,True,0.20833333333333334,11250.0
46.0,48000.0,Rent,1.0,Education,F,8400.0,18.54,0.18,N,16.0,True,True,0.021739130434782608,3000.0
29.0,62400.0,Rent,0.0,Homeimprovement,B,3500.0,10.99,0.06,N,5.0,False,True,0.0,12480.0
23.0,88000.0,Mortgage,7.0,Medical,C,18150.0,12.68,0.21,N,2.0,False,True,0.30434782608695654,44000.0
27.0,32000.0,Rent,3.0,Medical,A,4200.0,8.0,0.13,N,10.0,False,True,0.1111111111111111,3200.0
29.0,29004.0,Rent,8.0,Education,C,6000.0,12.87,0.21,N,5.0,False,True,0.27586206896551724,5800.8
39.0,37000.0,Rent,6.0,Personal,A,5000.0,11.81,0.14,N,17.0,False,True,0.15384615384615385,2176.470588235294
24.0,39600.0,Rent,7.0,Homeimprovement,B,10000.0,10.36,0.25,N,3.0,True,True,0.2916666666666667,13200.0
24.0,39000.0,Mortgage,3.0,Homeimprovement,A,5600.0,5.42,0.14,N,4.0,False,True,0.125,9750.0
22.0,30000.0,Rent,6.0,Medical,A,8000.0,5.42,0.27,N,4.0,False,True,0.2727272727272727,7500.0
26.0,145992.0,Mortgage,0.0,Personal,D,20000.0,10.342,0.14,Y,2.0,False,True,0.0,72996.0
25.0,115000.0,Mortgage,4.0,Venture,C,25000.0,12.53,0.22,Y,4.0,False,True,0.16,28750.0
25.0,28500.0,Rent,0.0,Debtconsolidation,B,7000.0,10.0,0.25,N,3.0,False,True,0.0,9500.0
22.0,32500.0,Mortgage,6.0,Education,A,2500.0,6.99,0.08,N,2.0,False,True,0.2727272727272727,16250.0
31.0,81600.0,Mortgage,0.0,Homeimprovement,C,4000.0,13.57,0.05,N,7.0,False,True,0.0,11657.142857142857
24.0,105000.0,Rent,0.0,Medical,A,14000.0,7.88,0.13,N,4.0,False,True,0.0,26250.0
27.0,54000.0,Rent,4.0,Debtconsolidation,D,10000.0,15.95,0.19,N,9.0,True,True,0.14814814814814814,6000.0
22.0,36000.0,Mortgage,6.0,Education,A,12000.0,7.29,0.33,N,3.0,False,True,0.2727272727272727,12000.0
26.0,75000.0,Rent,0.0,Medical,B,12000.0,10.38,0.16,N,3.0,False,True,0.0,25000.0
24.0,68000.0,Rent,2.0,Venture,A,8400.0,7.88,0.12,N,3.0,False,True,0.08333333333333333,22666.666666666668
39.0,78200.0,Rent,18.0,Medical,D,24250.0,16.0,0.31,Y,13.0,True,True,0.46153846153846156,6015.384615384615
30.0,189000.0,Mortgage,5.0,Homeimprovement,E,16000.0,16.35,0.08,N,8.0,False,True,0.16666666666666666,23625.0
38.0,27600.0,Rent,3.0,Medical,D,5000.0,14.59,0.18,Y,16.0,True,True,0.07894736842105263,1725.0
25.0,71004.0,Mortgage,1.0,Debtconsolidation,E,2400.0,17.04,0.03,N,3.0,True,True,0.04,23668.0
30.0,33000.0,Mortgage,2.0,Debtconsolidation,A,6000.0,8.49,0.18,N,8.0,False,True,0.06666666666666667,4125.0
27.0,21600.0,Rent,9.0,Personal,A,6000.0,7.88,0.28,N,9.0,False,True,0.3333333333333333,2400.0
28.0,57360.0,Mortgage,3.0,Education,B,23000.0,11.428,0.4,N,7.0,False,True,0.10714285714285714,8194.285714285714
21.0,19000.0,Rent,2.0,Homeimprovement,C,4200.0,10.934,0.22,Y,2.0,True,True,0.09523809523809523,9500.0
27.0,44004.0,Rent,1.0,Education,D,11750.0,15.31,0.27,Y,8.0,True,True,0.037037037037037035,5500.5
23.0,80000.0,Mortgage,3.0,Debtconsolidation,B,24000.0,11.71,0.3,N,3.0,False,True,0.13043478260869565,26666.666666666668
30.0,53000.0,Mortgage,3.0,Homeimprovement,A,12500.0,6.03,0.24,N,7.0,False,True,0.1,7571.428571428572
22.0,26004.0,Mortgage,1.0,Education,A,5000.0,5.42,0.19,N,4.0,False,True,0.045454545454545456,6501.0
26.0,148000.0,Rent,1.0,Education,F,24000.0,18.3,0.16,N,2.0,True,True,0.038461538461538464,74000.0
31.0,96000.0,Mortgage,15.0,Homeimprovement,D,8000.0,14.09,0.08,Y,9.0,False,True,0.4838709677419355,10666.666666666666
24.0,65000.0,Mortgage,7.0,Venture,A,1525.0,5.42,0.02,N,3.0,False,True,0.2916666666666667,21666.666666666668
28.0,75000.0,Mortgage,2.0,Personal,C,15000.0,14.65,0.2,Y,7.0,False,True,0.07142857142857142,10714.285714285714
24.0,83050.0,Mortgage,5.0,Education,C,10000.0,13.49,0.12,Y,3.0,False,True,0.20833333333333334,27683.333333333332
25.0,50000.0,Rent,2.0,Personal,A,7200.0,8.49,0.14,N,2.0,False,True,0.08,25000.0
23.0,42000.0,Own,5.0,Venture,A,6500.0,6.03,0.15,N,2.0,False,True,0.21739130434782608,21000.0
25.0,110000.0,Mortgage,9.0,Personal,A,20000.0,7.88,0.18,N,2.0,False,True,0.36,55000.0
29.0,125000.0,Mortgage,0.0,Venture,A,10000.0,5.79,0.08,N,9.0,False,True,0.0,13888.888888888889
34.0,67000.0,Mortgage,4.0,Education,A,7000.0,7.51,0.1,N,9.0,False,True,0.11764705882352941,7444.444444444444
22.0,40872.0,Mortgage,6.0,Education,B,13750.0,10.83,0.34,N,4.0,False,True,0.2727272727272727,10218.0
23.0,75000.0,Rent,6.0,Debtconsolidation,A,13000.0,6.91,0.17,N,2.0,False,True,0.2608695652173913,37500.0
51.0,225000.0,Mortgage,19.0,Personal,C,10000.0,13.98,0.04,Y,22.0,False,True,0.37254901960784315,10227.272727272728
22.0,124000.0,Mortgage,6.0,Medical,C,11000.0,10.258,0.09,N,3.0,False,True,0.2727272727272727,41333.333333333336
25.0,65499.0,Rent,9.0,Venture,C,4000.0,12.23,0.06,N,4.0,False,True,0.36,16374.75
23.0,65000.0,Rent,2.0,Education,B,6000.0,11.99,0.09,N,2.0,False,True,0.08695652173913043,32500.0
28.0,85000.0,Mortgage,4.0,Personal,B,28000.0,9.99,0.33,N,5.0,False,True,0.14285714285714285,17000.0
33.0,80000.0,Rent,10.0,Debtconsolidation,A,6000.0,8.49,0.08,N,6.0,False,True,0.30303030303030304,13333.333333333334
26.0,48000.0,Mortgage,11.0,Medical,A,5000.0,7.14,0.1,N,2.0,True,True,0.4230769230769231,24000.0
48.0,140000.0,Mortgage,4.0,Education,B,18000.0,9.99,0.13,N,12.0,False,True,0.08333333333333333,11666.666666666666
25.0,48000.0,Rent,9.0,Personal,B,4800.0,7.94,0.1,N,4.0,False,True,0.36,12000.0
32.0,44400.0,Mortgage,5.0,Homeimprovement,D,6500.0,14.84,0.15,Y,7.0,False,True,0.15625,6342.857142857143
31.0,75000.0,Rent,5.0,Homeimprovement,A,11100.0,6.03,0.15,N,5.0,False,True,0.16129032258064516,15000.0
38.0,55550.0,Mortgage,1.0,Homeimprovement,A,22500.0,7.49,0.41,N,12.0,False,True,0.02631578947368421,4629.166666666667
23.0,33500.0,Rent,2.0,Education,E,2500.0,15.68,0.07,Y,4.0,True,True,0.08695652173913043,8375.0
37.0,20004.0,Rent,0.0,Debtconsolidation,B,5000.0,11.916,0.25,N,12.0,False,True,0.0,1667.0
34.0,48989.0,Own,10.0,Homeimprovement,A,2400.0,7.14,0.05,N,7.0,False,True,0.29411764705882354,6998.428571428572
23.0,51400.0,Rent,2.0,Personal,B,10000.0,10.65,0.19,N,3.0,False,True,0.08695652173913043,17133.333333333332
30.0,125000.0,Mortgage,14.0,Venture,C,7000.0,12.576,0.06,N,7.0,False,True,0.4666666666666667,17857.14285714286
22.0,16320.0,Rent,0.0,Homeimprovement,C,3000.0,13.92,0.18,Y,4.0,True,True,0.0,4080.0
22.0,51000.0,Rent,6.0,Education,A,7500.0,5.99,0.15,N,3.0,False,True,0.2727272727272727,17000.0
25.0,44000.0,Rent,9.0,Medical,C,8500.0,14.27,0.19,N,4.0,True,True,0.36,11000.0
22.0,120456.0,Mortgage,6.0,Education,D,20000.0,14.96,0.17,Y,2.0,False,True,0.2727272727272727,60228.0
29.0,102000.0,Mortgage,13.0,Medical,A,6000.0,7.88,0.06,N,9.0,False,True,0.4482758620689655,11333.333333333334
26.0,75000.0,Mortgage,6.0,Medical,A,13000.0,6.99,0.17,N,2.0,False,True,0.23076923076923078,37500.0
22.0,44684.0,Rent,1.0,Debtconsolidation,C,8000.0,12.04,0.18,Y,2.0,False,True,0.045454545454545456,22342.0
25.0,27993.0,Rent,2.0,Medical,C,4000.0,12.99,0.14,N,2.0,False,True,0.08,13996.5
25.0,58000.0,Rent,9.0,Personal,A,16000.0,16.113999999999997,0.28,N,2.0,False,True,0.36,29000.0
24.0,120000.0,Mortgage,8.0,Personal,A,16000.0,9.48,0.13,N,3.0,False,True,0.3333333333333333,40000.0
28.0,72000.0,Mortgage,12.0,Venture,E,16000.0,15.95,0.22,N,5.0,False,True,0.42857142857142855,14400.0
29.0,40500.0,Mortgage,0.0,Education,A,6000.0,8.38,0.15,N,8.0,False,True,0.0,5062.5
30.0,85000.0,Own,12.0,Venture,A,7800.0,6.03,0.09,N,10.0,False,True,0.4,8500.0
37.0,14400.0,Rent,4.0,Venture,C,3000.0,13.61,0.21,N,17.0,True,True,0.10810810810810811,847.0588235294117
28.0,225000.0,Mortgage,11.0,Debtconsolidation,A,10800.0,6.92,0.05,N,5.0,False,True,0.39285714285714285,45000.0
22.0,66000.0,Mortgage,4.0,Education,A,6000.0,7.9,0.09,N,3.0,False,True,0.18181818181818182,22000.0
25.0,27336.0,Own,9.0,Venture,C,5500.0,13.23,0.2,N,4.0,False,True,0.36,6834.0
34.0,109200.0,Mortgage,18.0,Education,C,6000.0,12.23,0.05,Y,5.0,False,True,0.5294117647058824,21840.0
22.0,61000.0,Rent,3.0,Venture,C,16000.0,13.04,0.26,Y,2.0,False,True,0.13636363636363635,30500.0
25.0,35000.0,Rent,5.0,Venture,B,2000.0,9.91,0.06,N,4.0,False,True,0.2,8750.0
36.0,225000.0,Mortgage,2.0,Venture,A,4000.0,7.14,0.02,N,12.0,False,True,0.05555555555555555,18750.0
28.0,42000.0,Mortgage,12.0,Venture,A,7300.0,12.042,0.17,N,9.0,False,True,0.42857142857142855,4666.666666666667
26.0,51000.0,Mortgage,3.0,Homeimprovement,A,10000.0,7.74,0.2,N,3.0,False,True,0.11538461538461539,17000.0
25.0,61800.0,Own,1.0,Venture,A,4000.0,7.75,0.06,N,4.0,False,True,0.04,15450.0
23.0,45600.0,Mortgage,4.0,Medical,B,3000.0,11.49,0.07,N,4.0,False,True,0.17391304347826086,11400.0
22.0,57336.0,Rent,6.0,Medical,D,16000.0,17.27,0.28,N,3.0,True,True,0.2727272727272727,19112.0
24.0,66500.0,Mortgage,0.0,Homeimprovement,A,8800.0,8.59,0.13,N,4.0,False,True,0.0,16625.0
30.0,28000.0,Rent,1.0,Personal,C,7000.0,13.22,0.25,Y,10.0,False,True,0.03333333333333333,2800.0
34.0,60000.0,Mortgage,4.0,Education,C,14000.0,12.84,0.23,N,5.0,False,True,0.11764705882352941,12000.0
25.0,36000.0,Mortgage,3.0,Personal,A,5300.0,7.49,0.15,N,3.0,False,True,0.12,12000.0
40.0,52479.0,Rent,17.0,Personal,D,6600.0,14.54,0.13,N,13.0,True,True,0.425,4036.846153846154
28.0,93200.0,Rent,1.0,Venture,A,8800.0,7.88,0.09,N,7.0,False,True,0.03571428571428571,13314.285714285714
27.0,30000.0,Rent,0.0,Education,C,1500.0,12.514,0.05,N,6.0,False,True,0.0,5000.0
23.0,30900.0,Rent,1.0,Personal,A,5775.0,9.63,0.19,N,4.0,True,True,0.043478260869565216,7725.0
23.0,46551.0,Mortgage,7.0,Venture,B,15000.0,10.62,0.32,N,4.0,False,True,0.30434782608695654,11637.75
24.0,85850.0,Mortgage,8.0,Medical,D,20000.0,11.298,0.23,Y,4.0,True,True,0.3333333333333333,21462.5
24.0,102996.0,Mortgage,3.0,Venture,A,20000.0,6.91,0.19,N,4.0,False,True,0.125,25749.0
29.0,20400.0,Rent,2.0,Medical,C,2000.0,13.49,0.1,N,8.0,False,True,0.06896551724137931,2550.0
26.0,60000.0,Mortgage,10.0,Personal,D,8000.0,16.77,0.13,N,2.0,False,True,0.38461538461538464,30000.0
22.0,23000.0,Rent,6.0,Medical,C,6250.0,12.73,0.27,N,2.0,False,True,0.2727272727272727,11500.0
23.0,85000.0,Mortgage,8.0,Debtconsolidation,C,5000.0,14.35,0.06,Y,2.0,False,True,0.34782608695652173,42500.0
23.0,78000.0,Rent,7.0,Debtconsolidation,C,25000.0,14.294,0.32,Y,2.0,True,True,0.30434782608695654,39000.0
25.0,65000.0,Mortgage,6.0,Personal,C,7500.0,13.47,0.12,N,4.0,False,True,0.24,16250.0
23.0,64500.0,Mortgage,0.0,Medical,A,10000.0,9.417999999999996,0.16,N,4.0,False,True,0.0,16125.0
37.0,97000.0,Rent,8.0,Homeimprovement,F,25000.0,19.41,0.26,N,11.0,False,True,0.21621621621621623,8818.181818181818
29.0,76200.0,Mortgage,13.0,Education,A,20000.0,6.91,0.26,N,7.0,False,True,0.4482758620689655,10885.714285714286
22.0,78369.0,Mortgage,6.0,Debtconsolidation,E,11000.0,17.99,0.14,N,3.0,True,True,0.2727272727272727,26123.0
25.0,59000.0,Mortgage,9.0,Debtconsolidation,A,5000.0,6.03,0.08,N,3.0,True,True,0.36,19666.666666666668
22.0,61000.0,Mortgage,6.0,Medical,C,12000.0,13.49,0.2,N,2.0,False,True,0.2727272727272727,30500.0
23.0,100000.0,Rent,1.0,Education,C,12000.0,13.57,0.12,N,3.0,False,True,0.043478260869565216,33333.333333333336
25.0,84000.0,Mortgage,9.0,Venture,B,5000.0,10.99,0.06,N,2.0,False,True,0.36,42000.0
24.0,16800.0,Rent,4.0,Venture,B,1000.0,11.49,0.06,N,3.0,False,True,0.16666666666666666,5600.0
25.0,38000.0,Rent,1.0,Education,A,10000.0,7.49,0.26,N,2.0,False,True,0.04,19000.0
27.0,57000.0,Rent,0.0,Education,B,7000.0,11.71,0.12,N,8.0,False,True,0.0,7125.0
22.0,125000.0,Rent,3.0,Debtconsolidation,A,16000.0,7.9,0.13,N,2.0,False,True,0.13636363636363635,62500.0
24.0,103641.0,Rent,8.0,Venture,B,4800.0,10.74,0.05,N,2.0,False,True,0.3333333333333333,51820.5
31.0,31600.0,Mortgage,4.0,Medical,B,7500.0,11.36,0.24,N,10.0,False,True,0.12903225806451613,3160.0
30.0,33600.0,Mortgage,12.0,Homeimprovement,C,3000.0,13.48,0.09,N,9.0,False,True,0.4,3733.3333333333335
42.0,41000.0,Rent,2.0,Homeimprovement,E,15000.0,16.95,0.37,Y,15.0,True,True,0.047619047619047616,2733.3333333333335
24.0,225000.0,Rent,2.0,Venture,D,10000.0,13.67,0.04,N,2.0,True,True,0.08333333333333333,112500.0
29.0,17676.0,Rent,3.0,Education,C,5000.0,13.11,0.28,Y,10.0,True,True,0.10344827586206896,1767.6
25.0,125000.0,Mortgage,4.0,Education,C,8000.0,13.8,0.06,N,3.0,False,True,0.16,41666.666666666664
36.0,35000.0,Rent,1.0,Venture,B,10000.0,9.456,0.29,N,15.0,False,True,0.027777777777777776,2333.3333333333335
24.0,37000.0,Mortgage,0.0,Medical,C,8500.0,12.53,0.23,Y,2.0,True,True,0.0,18500.0
26.0,34400.0,Rent,5.0,Medical,A,4200.0,8.9,0.12,N,3.0,False,True,0.19230769230769232,11466.666666666666
31.0,90000.0,Rent,12.0,Education,B,18000.0,12.42,0.2,N,8.0,False,True,0.3870967741935484,11250.0
24.0,62500.0,Mortgage,2.0,Education,A,6000.0,5.79,0.1,N,3.0,False,True,0.08333333333333333,20833.333333333332
30.0,60000.0,Mortgage,2.0,Personal,B,10000.0,12.69,0.17,N,5.0,False,True,0.06666666666666667,12000.0
35.0,17000.0,Rent,0.0,Medical,A,4750.0,9.32,0.28,N,6.0,True,True,0.0,2833.3333333333335
28.0,116000.0,Mortgage,12.0,Venture,A,14000.0,7.51,0.12,N,6.0,False,True,0.42857142857142855,19333.333333333332
34.0,225000.0,Own,18.0,Education,C,18000.0,12.68,0.08,Y,10.0,False,True,0.5294117647058824,22500.0
35.0,60000.0,Rent,19.0,Venture,D,21725.0,15.62,0.36,Y,10.0,True,True,0.5428571428571428,6000.0
45.0,73000.0,Rent,0.0,Education,C,5600.0,15.27,0.08,N,11.0,True,True,0.0,6636.363636363636
27.0,49272.0,Mortgage,5.0,Medical,B,3250.0,13.63,0.07,N,6.0,False,True,0.18518518518518517,8212.0
35.0,30000.0,Rent,5.0,Medical,A,1500.0,7.29,0.05,N,8.0,True,True,0.14285714285714285,3750.0
25.0,36852.0,Rent,1.0,Education,B,6000.0,12.42,0.16,N,2.0,False,True,0.04,18426.0
23.0,65000.0,Mortgage,7.0,Education,A,10000.0,7.49,0.15,N,2.0,False,True,0.30434782608695654,32500.0
23.0,45378.0,Mortgage,7.0,Personal,A,6000.0,5.79,0.13,N,2.0,False,True,0.30434782608695654,22689.0
24.0,67200.0,Rent,5.0,Homeimprovement,D,4000.0,9.22,0.06,Y,2.0,False,True,0.20833333333333334,33600.0
26.0,20280.0,Mortgage,5.0,Homeimprovement,A,7000.0,8.0,0.35,N,2.0,False,True,0.19230769230769232,10140.0
29.0,72500.0,Mortgage,2.0,Medical,C,7000.0,13.79,0.1,Y,8.0,False,True,0.06896551724137931,9062.5
35.0,58800.0,Mortgage,5.0,Medical,D,12000.0,15.7,0.2,N,9.0,True,True,0.14285714285714285,6533.333333333333
26.0,50000.0,Mortgage,5.0,Education,A,5000.0,7.4,0.1,N,2.0,False,True,0.19230769230769232,25000.0
30.0,120000.0,Mortgage,15.0,Education,A,11000.0,6.03,0.09,N,9.0,False,True,0.5,13333.333333333334
35.0,153000.0,Mortgage,13.0,Personal,B,9500.0,11.99,0.06,N,10.0,False,True,0.37142857142857144,15300.0
22.0,60000.0,Mortgage,1.0,Education,A,4800.0,7.49,0.08,N,3.0,False,True,0.045454545454545456,20000.0
31.0,101000.0,Rent,3.0,Debtconsolidation,A,20000.0,7.9,0.2,N,10.0,False,True,0.0967741935483871,10100.0
22.0,30000.0,Rent,0.0,Medical,A,12000.0,9.32,0.4,N,3.0,True,True,0.0,10000.0
23.0,90000.0,Mortgage,6.0,Personal,B,15000.0,9.99,0.17,N,3.0,True,True,0.2608695652173913,30000.0
40.0,52000.0,Rent,2.0,Education,F,15000.0,18.62,0.29,Y,17.0,True,True,0.05,3058.823529411765
22.0,30000.0,Own,4.0,Education,A,12000.0,7.66,0.4,N,2.0,False,True,0.18181818181818182,15000.0
32.0,50000.0,Rent,3.0,Venture,D,6500.0,16.32,0.13,Y,10.0,False,True,0.09375,5000.0
23.0,44000.0,Rent,7.0,Education,A,16000.0,8.49,0.36,N,4.0,True,True,0.30434782608695654,11000.0
24.0,52000.0,Rent,1.0,Medical,A,7000.0,7.74,0.13,N,4.0,False,True,0.041666666666666664,13000.0
26.0,29000.0,Rent,10.0,Debtconsolidation,B,4200.0,13.169999999999998,0.14,N,3.0,False,True,0.38461538461538464,9666.666666666666
25.0,150000.0,Mortgage,9.0,Education,A,8200.0,5.79,0.05,N,3.0,False,True,0.36,50000.0
24.0,46500.0,Rent,2.0,Venture,C,8000.0,15.23,0.17,N,2.0,True,True,0.08333333333333333,23250.0
29.0,12000.0,Rent,0.0,Personal,B,5600.0,12.18,0.47,N,10.0,True,True,0.0,1200.0
36.0,30000.0,Rent,1.0,Debtconsolidation,B,5000.0,11.14,0.17,N,17.0,False,True,0.027777777777777776,1764.7058823529412
26.0,33192.0,Mortgage,4.0,Personal,B,3000.0,12.69,0.09,N,4.0,True,True,0.15384615384615385,8298.0
21.0,55530.0,Mortgage,5.0,Education,A,3200.0,6.62,0.06,N,4.0,False,True,0.23809523809523808,13882.5
28.0,35004.0,Rent,2.0,Education,B,4000.0,12.53,0.11,N,5.0,False,True,0.07142857142857142,7000.8
25.0,50000.0,Rent,0.0,Education,B,11000.0,12.53,0.22,N,2.0,False,True,0.0,25000.0
32.0,64500.0,Mortgage,3.0,Education,C,19400.0,13.11,0.3,Y,10.0,True,True,0.09375,6450.0
28.0,57248.0,Mortgage,1.0,Education,A,9000.0,6.92,0.16,N,7.0,False,True,0.03571428571428571,8178.285714285715
38.0,70000.0,Rent,3.0,Debtconsolidation,B,10800.0,12.21,0.15,N,16.0,False,True,0.07894736842105263,4375.0
29.0,45516.0,Mortgage,13.0,Debtconsolidation,C,6000.0,13.49,0.13,N,8.0,False,True,0.4482758620689655,5689.5
23.0,78000.0,Mortgage,0.0,Medical,A,10000.0,6.62,0.13,N,2.0,False,True,0.0,39000.0
30.0,170000.0,Rent,4.0,Education,C,28000.0,13.06,0.16,Y,9.0,False,True,0.13333333333333333,18888.88888888889
27.0,75000.0,Rent,3.0,Venture,B,12000.0,11.49,0.16,N,5.0,False,True,0.1111111111111111,15000.0
26.0,50000.0,Own,4.0,Homeimprovement,C,10000.0,13.47,0.2,Y,2.0,False,True,0.15384615384615385,25000.0
22.0,45000.0,Own,6.0,Education,A,4750.0,6.39,0.11,N,2.0,False,True,0.2727272727272727,22500.0
25.0,30000.0,Own,9.0,Venture,D,7000.0,10.018,0.23,N,3.0,False,True,0.36,10000.0
25.0,93600.0,Mortgage,9.0,Debtconsolidation,B,20000.0,10.62,0.21,N,3.0,False,True,0.36,31200.0
23.0,106000.0,Mortgage,7.0,Education,A,10000.0,7.14,0.09,N,2.0,False,True,0.30434782608695654,53000.0
44.0,57700.0,Mortgage,4.0,Medical,A,3600.0,6.99,0.06,N,14.0,False,True,0.09090909090909091,4121.428571428572
32.0,110888.0,Mortgage,0.0,Medical,B,10400.0,9.91,0.09,N,6.0,False,True,0.0,18481.333333333332
22.0,27600.0,Own,0.0,Education,A,9600.0,8.59,0.35,N,3.0,False,True,0.0,9200.0
23.0,120000.0,Rent,3.0,Medical,B,14000.0,9.99,0.12,N,4.0,False,True,0.13043478260869565,30000.0
22.0,44307.0,Rent,6.0,Homeimprovement,B,10000.0,11.36,0.23,N,2.0,True,True,0.2727272727272727,22153.5
22.0,95000.0,Mortgage,6.0,Debtconsolidation,B,12000.0,10.99,0.13,N,4.0,False,True,0.2727272727272727,23750.0
30.0,65000.0,Rent,3.0,Education,C,10000.0,14.27,0.15,Y,7.0,False,True,0.1,9285.714285714286
23.0,75000.0,Rent,3.0,Venture,A,13200.0,6.17,0.18,N,4.0,False,True,0.13043478260869565,18750.0
22.0,75000.0,Mortgage,6.0,Medical,C,15000.0,14.27,0.2,N,2.0,False,True,0.2727272727272727,37500.0
23.0,54000.0,Rent,1.0,Education,D,10000.0,13.67,0.19,Y,3.0,True,True,0.043478260869565216,18000.0
35.0,93000.0,Rent,4.0,Personal,C,6000.0,14.27,0.06,Y,9.0,False,True,0.11428571428571428,10333.333333333334
22.0,27000.0,Rent,0.0,Venture,D,5000.0,10.94,0.19,Y,2.0,True,True,0.0,13500.0
28.0,60000.0,Mortgage,12.0,Homeimprovement,D,3000.0,17.49,0.05,N,8.0,False,True,0.42857142857142855,7500.0
24.0,51000.0,Rent,7.0,Personal,D,9600.0,15.31,0.19,Y,4.0,False,True,0.2916666666666667,12750.0
21.0,56000.0,Rent,4.0,Venture,E,20000.0,17.39,0.36,Y,3.0,True,True,0.19047619047619047,18666.666666666668
25.0,99800.0,Mortgage,1.0,Medical,A,12000.0,8.94,0.12,N,2.0,False,True,0.04,49900.0
23.0,46800.0,Mortgage,4.0,Personal,A,13000.0,8.59,0.28,N,2.0,False,True,0.17391304347826086,23400.0
30.0,150000.0,Rent,14.0,Debtconsolidation,A,12000.0,7.29,0.08,N,7.0,False,True,0.4666666666666667,21428.571428571428
35.0,66000.0,Mortgage,4.0,Education,A,3000.0,6.03,0.05,N,10.0,False,True,0.11428571428571428,6600.0
22.0,24000.0,Rent,0.0,Personal,B,2100.0,12.21,0.09,N,2.0,False,True,0.0,12000.0
23.0,40000.0,Rent,7.0,Personal,A,15000.0,7.49,0.38,N,3.0,True,True,0.30434782608695654,13333.333333333334
24.0,102996.0,Mortgage,1.0,Venture,C,5000.0,14.22,0.05,Y,4.0,False,True,0.041666666666666664,25749.0
23.0,93000.0,Own,7.0,Venture,B,10000.0,9.88,0.11,N,3.0,False,True,0.30434782608695654,31000.0
23.0,75000.0,Own,6.0,Venture,A,24000.0,7.9,0.32,N,3.0,False,True,0.2608695652173913,25000.0
23.0,51852.0,Mortgage,0.0,Medical,A,10000.0,8.59,0.19,N,2.0,False,True,0.0,25926.0
27.0,44196.0,Rent,2.0,Debtconsolidation,C,5500.0,13.8,0.12,N,10.0,False,True,0.07407407407407407,4419.6
30.0,32004.0,Own,4.0,Venture,A,5500.0,8.0,0.17,N,9.0,False,True,0.13333333333333333,3556.0
22.0,75000.0,Mortgage,0.0,Personal,D,19800.0,15.57,0.26,Y,2.0,False,True,0.0,37500.0
24.0,84996.0,Own,4.0,Personal,D,8000.0,15.57,0.09,Y,2.0,False,True,0.16666666666666666,42498.0
22.0,95004.0,Rent,0.0,Education,C,8000.0,12.61,0.08,Y,4.0,False,True,0.0,23751.0
22.0,55000.0,Mortgage,4.0,Personal,A,5000.0,7.66,0.09,N,2.0,False,True,0.18181818181818182,27500.0
23.0,60000.0,Rent,3.0,Venture,D,10400.0,14.91,0.17,Y,4.0,False,True,0.13043478260869565,15000.0
28.0,90000.0,Rent,1.0,Personal,A,10200.0,8.9,0.11,N,8.0,False,True,0.03571428571428571,11250.0
